2015-09-01,W1F19J5Q,0,64506368,0,0,0,8,296181,0,0,0
2015-09-01,W1F1BFMS,0,6794152,0,61,0,15,525,0,0,0
2015-09-01,W1F14N6K,0,197555480,0,0,0,16,374309,0,0,0
2015-09-01,S1F0GCED,1,201560888,0,3,0,10,16529,45,45,65
2015-09-01,W1F1BFHS,0,126934000,0,0,0,7,31,0,0,0
2015-09-01,W1F17D9Z,0,51779840,0,0,0,11,227242,0,0,0
2015-09-01,W1F19LPJ,0,157406072,0,0,0,15,297274,0,0,0
2015-09-01,W1F16RA7,0,162018232,0,0,0,12,220474,0,0,1
2015-09-01,W1F18TKX,0,175045504,0,0,0,12,220894,0,0,0
2015-09-01,W1F15P5S,0,98801640,0,0,0,9,219824,0,0,0
2015-09-01,W1F1B0KF,0,94875536,128,0,0,11,2058,0,0,0
2015-09-01,S1F118JP,0,4388712,0,0,0,7,219293,0,0,0
2015-09-01,W1F1354W,0,171211296,0,0,0,8,259402,0,0,1
2015-09-01,W1F14GTK,0,148820904,0,21,0,23,369341,0,0,33
2015-09-01,W1F0XKWR,0,240371600,0,0,0,7,36,0,0,0
2015-09-01,Z1F1VMZB,0,20209576,0,0,0,5,225883,0,0,0
2015-09-01,S1F0C95J,0,148329368,0,0,0,5,328608,0,0,0
2015-09-01,S1F0BWZ3,0,184910608,0,0,0,8,386203,0,0,2
2015-09-01,S1F10BNL,1,177710942,8330,0,93,6,280193,8,8,0
2015-09-01,S1F0AEFT,0,76188056,680,0,0,10,442128,0,0,0
2015-09-01,S1F0YX6Z,1,84282327,1512,0,331,8,239407,11,11,0
2015-09-01,S1F0JGJV,1,180294813,6504,0,51,9,248923,218,218,1
2015-09-01,W1F0YJ6K,0,225476400,0,0,0,7,10327,0,0,0
2015-09-01,S1F0AADQ,0,16589640,0,0,0,8,430296,0,0,1
2015-09-01,W1F0Z3G1,0,150903128,0,0,0,15,281881,8,8,0
2015-09-01,W1F0ZJK8,0,204259864,0,0,0,8,226096,0,0,0
2015-09-01,W1F0ZK0H,0,239313616,0,0,6,8,227298,0,0,0
2015-09-01,Z1F18YST,0,201634184,0,0,0,8,260880,0,0,0
2015-09-01,W1F0ZVD8,0,236916736,0,0,0,16,367694,0,0,0
2015-09-01,W1F1CKJZ,1,78508831,11663,0,68,13,265383,0,0,1
2015-09-01,Z1F18YB3,0,209900104,0,0,0,8,295316,0,0,0
2015-09-01,W1F10Y8K,0,203976360,0,0,0,9,226397,0,0,1
2015-09-01,W1F111N7,0,189511936,0,0,0,8,224833,0,0,0
2015-09-01,Z1F147WQ,1,14380132,0,0,12,13,420459,0,0,0
2015-09-01,W1F12JLS,0,159327792,0,0,0,19,369149,0,0,0
2015-09-01,S1F1360W,1,81963664,568,0,0,8,307767,0,0,0
2015-09-01,W1F14FS4,0,243050136,0,0,0,6,282489,0,0,0
2015-09-01,Z1F1652D,0,192314448,0,0,0,8,248082,0,0,9
2015-09-01,S1F12Y53,1,168937554,0,0,0,10,313237,0,0,0
2015-09-01,Z1F147WQ,0,154114400,0,0,3,8,193996,0,0,0
2015-09-01,W1F1BRM3,0,1450432,0,0,0,9,287598,0,0,0
2015-09-01,W1F0Z3G1,1,37415508,974,0,0,12,309524,47,47,0
2015-09-01,Z1F0KKN4,0,61796352,0,0,0,7,301244,0,0,0
2015-09-01,Z1F0ZCPW,0,60046448,0,0,0,9,196797,0,0,1
2015-09-01,Z1F0L4T5,0,58462528,0,0,0,11,362482,0,0,0
2015-09-01,Z1F0LH2M,0,114225408,0,0,0,9,492539,0,0,0
2015-09-01,Z1F0LH7B,0,171171104,0,0,0,11,494138,0,0,0
2015-09-01,Z1F0LKMJ,0,47162592,0,0,0,11,503837,0,0,0
2015-09-01,Z1F0LKWC,0,209654664,0,0,0,10,494010,0,0,0
2015-09-01,Z1F0LKX4,0,213302336,0,0,0,11,497081,0,0,0
2015-09-01,Z1F0LLKR,0,2324760,0,0,0,10,501117,0,0,1
2015-09-01,Z1F0LLPJ,0,212203368,0,0,0,9,507116,0,0,0
2015-09-01,Z1F0LLPS,0,104030712,0,0,0,10,503238,0,0,0
2015-09-01,Z1F0LM6T,0,194123768,0,0,0,11,515904,0,0,0
2015-09-01,Z1F0LNQB,0,35516168,0,0,0,10,497926,0,0,0
2015-09-01,Z1F0LT3Y,0,78314752,0,0,0,10,494413,0,0,0
2015-09-01,S1F0H6JG,1,160599109,4526,0,744,10,245268,8,8,3
2015-09-01,Z1F0L4T5,1,241881004,3362,0,70,6,113180,15,15,0
2015-09-01,Z1F0VNSW,0,9002328,0,0,0,5,248687,0,0,0
2015-09-01,Z1F0LV93,0,133937096,0,0,0,10,504907,0,0,0
2015-09-01,Z1F1B6NP,1,150383965,699,0,67,11,208392,1,1,0
2015-09-01,Z1F0LVL5,0,58435760,0,0,0,11,513672,0,0,0
2015-09-01,Z1F0MA1S,0,36558984,0,0,0,8,320597,0,0,0
2015-09-01,Z1F0Q8RT,0,113874744,0,107,4,9,300457,0,0,13
2015-09-01,Z1F0QK05,0,185807192,4816,0,0,9,318768,0,0,0
2015-09-01,Z1F0QL3N,0,54160760,0,0,0,10,313372,0,0,0
2015-09-01,Z1F0KJDS,0,75044848,0,0,0,9,311535,0,0,0
2015-09-01,W1F1BFRJ,0,27150536,0,0,0,15,58,0,0,0
2015-09-01,Z1F0GE1M,0,239650352,0,0,0,8,319052,0,0,0
2015-09-01,Z1F11B2R,0,165833832,0,0,0,6,394943,0,0,0
2015-09-01,W1F1BTB2,0,207060288,0,0,0,19,372208,0,0,0
2015-09-01,Z1F14BGY,0,11679656,0,0,0,8,246244,0,0,0
2015-09-01,W1F1C9HM,0,145452104,0,0,0,7,31,0,0,0
2015-09-01,W1F1CHY9,0,12870608,0,34,0,23,323213,0,0,205
2015-09-01,W1F1CJ3G,0,154655112,0,7,0,8,262558,0,0,0
2015-09-01,W1F1CKJZ,0,146152808,0,0,0,9,221471,0,0,0
2015-09-01,W1F1CKKW,0,68643440,0,0,0,19,353212,0,0,1
