1/1/2015,0,215630672,55,0,52,6,407438,0,0,7
1/1/2015,0,61370680,0,3,0,6,403174,0,0,0
1/1/2015,0,173295968,0,0,0,12,237394,0,0,0
1/1/2015,0,135970480,0,0,0,15,313173,0,0,3
1/1/2015,0,141503600,0,0,1,19,494462,16,16,3
1/1/2015,0,116440096,0,378,9,9,407905,0,0,170
1/1/2015,0,112348104,0,0,0,7,388146,0,0,1
1/1/2015,0,35018688,0,0,0,9,394890,0,0,5
1/1/2015,0,34540712,0,0,0,9,411399,0,0,0
1/1/2015,0,125539768,0,0,12,14,297284,0,0,5
1/1/2015,0,166567552,0,0,23,14,321308,0,0,8
1/1/2015,0,176851840,0,0,0,8,258058,0,0,0
1/1/2015,0,161730848,0,0,0,5,226578,0,0,0
1/1/2015,0,181980928,0,0,4,7,395719,0,0,0
1/1/2015,0,105234552,392,24929,529,3,339205,0,0,10137
1/1/2015,0,163784840,0,0,7,4,387410,0,0,57
1/1/2015,0,133978568,192,0,0,4,336806,0,0,1
1/1/2015,0,188415568,496,0,0,5,331171,0,0,0
1/1/2015,0,212782472,928,0,3,4,331390,0,0,0
1/1/2015,0,118304768,0,0,0,9,403791,0,0,0
1/1/2015,0,36835520,744,3,2,4,333898,0,0,6
1/1/2015,0,150282408,360,0,0,3,338226,0,0,2
1/1/2015,0,32240224,0,0,0,4,330480,0,0,0
1/1/2015,0,138051992,464,0,3,4,342303,0,0,0
1/1/2015,0,16350056,128,3,6,4,331917,48,48,5
1/1/2015,0,128177168,0,0,0,5,235659,0,0,0
1/1/2015,0,77946232,0,0,0,7,354416,0,0,2
1/1/2015,0,8337728,7448,382,7,4,332141,0,0,1864
1/1/2015,0,59979360,104,0,0,4,333880,0,0,0
1/1/2015,0,149416256,1232,1326,4,5,315962,0,0,898
1/1/2015,0,181849512,368,0,0,4,320211,0,0,9
1/1/2015,0,8471680,0,0,0,11,436682,0,0,0
1/1/2015,0,134846800,0,0,0,13,241377,0,0,0
1/1/2015,0,211877800,0,0,0,10,285843,0,0,2
1/1/2015,0,220310848,0,0,0,14,287997,0,0,0
1/1/2015,0,131456656,0,0,0,7,196271,0,0,0
1/1/2015,0,199608968,0,0,0,12,286864,0,0,0
1/1/2015,0,38395328,1232,0,0,11,187467,0,0,2
1/1/2015,0,729312,0,0,0,62,193739,0,0,0
1/1/2015,0,183315424,0,0,0,9,199329,0,0,0
1/1/2015,0,42570952,0,0,0,58,220094,0,0,0
1/1/2015,0,141979144,0,0,0,67,222055,0,0,0
1/1/2015,0,167290904,0,5,6,95,221821,0,0,0
1/1/2015,0,91780872,0,0,0,7,193033,0,0,0
1/1/2015,0,146195960,0,0,0,32,249911,0,0,2
1/1/2015,0,95214880,0,0,0,7,195474,0,0,0
1/1/2015,0,111709616,0,0,0,39,254620,0,0,14
1/1/2015,0,128410712,0,0,0,14,284707,0,0,0
1/1/2015,0,205419560,0,0,0,6,205762,0,0,0
1/1/2015,0,216641792,0,0,0,6,206400,0,0,0
1/1/2015,0,215846224,0,0,1,11,447025,0,0,0
1/1/2015,0,199920328,0,0,0,6,280756,0,0,0
1/1/2015,0,108908712,0,0,0,7,206291,0,0,1
1/1/2015,0,156881360,0,0,0,8,202765,0,0,0
1/1/2015,0,225018736,0,0,6,60,223751,0,0,0
1/1/2015,0,48342824,0,0,0,8,241097,0,0,1
1/1/2015,0,24736600,0,0,0,6,243870,0,0,0
1/1/2015,0,151045488,0,0,20,10,200877,0,0,4
1/1/2015,0,202194456,0,0,0,6,239294,0,0,0
1/1/2015,0,203872952,0,0,0,12,241018,0,0,0
1/1/2015,0,81639352,0,0,0,6,220514,0,0,0
1/1/2015,0,121954672,0,0,0,6,240935,0,0,1
1/1/2015,0,172194432,0,0,0,8,380445,0,0,0
1/1/2015,0,87216432,0,0,0,12,200440,0,0,1
1/1/2015,0,29108992,0,0,0,17,219413,0,0,2
1/1/2015,0,9983976,0,0,0,8,191439,0,0,0
1/1/2015,0,177648608,0,0,0,6,219810,0,0,0
1/1/2015,0,183009864,0,0,0,6,196719,0,0,0
1/1/2015,0,155578104,0,0,0,12,186429,0,0,0
1/1/2015,0,232321216,0,0,6,8,201507,0,0,1
1/1/2015,0,137279848,0,0,0,8,188222,0,0,0
1/1/2015,0,144456576,0,0,0,9,175469,0,0,0
1/1/2015,0,182117472,0,0,15,12,163552,0,0,0
1/1/2015,0,218318296,0,2,0,13,186514,0,0,2794
1/1/2015,0,199126528,0,0,13,9,191274,0,0,0
1/1/2015,0,32919128,0,0,0,8,197503,0,0,0
1/1/2015,0,26388160,0,2,0,5,248589,0,0,1
1/1/2015,0,238486208,0,0,6,10,211587,0,0,0
1/1/2015,0,201857416,0,0,0,11,244977,0,0,0
1/1/2015,0,38293784,0,0,0,9,190676,0,0,0
1/1/2015,0,51563264,0,0,0,17,218640,0,0,0
1/1/2015,0,44275160,0,0,0,9,219881,0,0,0
1/1/2015,0,177924640,0,0,0,8,217447,0,0,0
1/1/2015,0,149103312,0,0,0,9,184664,0,0,0
1/1/2015,0,86072160,0,0,0,12,220900,0,0,0
1/1/2015,0,206216632,0,0,0,6,215753,0,0,0
1/1/2015,0,209839208,0,0,0,16,209646,0,0,0
1/1/2015,0,194760840,136,0,0,12,262938,0,0,0
1/1/2015,0,5230888,2288,0,37,8,39267,24,24,1
1/1/2015,0,231173024,0,0,0,8,244580,0,0,0
1/1/2015,0,186368056,0,0,0,6,385044,0,0,0
1/1/2015,0,236979776,0,0,0,8,261930,0,0,15
1/1/2015,0,112575408,0,0,0,13,246111,0,0,0
1/1/2015,0,116685824,0,0,0,12,179065,0,0,0
1/1/2015,0,18876760,0,406,0,12,303792,0,0,2637
1/1/2015,0,161981144,0,0,0,13,383682,0,0,0
1/1/2015,0,187173072,0,0,0,9,242917,0,0,26
1/1/2015,0,83001592,0,0,0,13,244022,0,0,0
1/1/2015,0,162237912,0,0,0,10,388954,0,0,0
1/1/2015,0,135874632,0,0,0,7,385271,0,0,0
1/1/2015,0,204393912,0,0,6,6,297123,0,0,8
1/1/2015,0,91505920,1184,0,0,14,243951,8,8,0
1/1/2015,0,11914784,0,0,0,13,236817,0,0,0
1/1/2015,0,27615232,0,1331,0,13,199569,0,0,34
1/1/2015,0,220638992,0,0,0,11,387198,0,0,0
1/1/2015,0,200558600,0,0,0,13,243131,0,0,0
1/1/2015,0,181732808,0,2,0,12,243175,0,0,34
1/1/2015,0,92433864,0,0,0,8,190882,0,0,2
1/1/2015,0,118734296,0,0,0,8,243546,0,0,0
1/1/2015,0,237105944,712,0,69,12,187913,0,0,0
1/1/2015,0,183233752,0,0,0,13,239664,0,0,0
1/1/2015,0,99709176,0,0,0,7,331634,0,0,0
1/1/2015,0,71165536,0,0,0,9,243531,0,0,0
1/1/2015,0,145514928,0,0,0,10,193835,0,0,0
1/1/2015,0,175443328,0,0,0,13,237580,0,0,0
1/1/2015,0,2412256,0,0,0,7,244766,0,0,0
1/1/2015,0,54499064,0,0,0,12,197975,0,0,0
1/1/2015,0,34757536,0,0,0,14,243995,0,0,0
1/1/2015,0,213196216,0,0,0,12,243638,0,0,0
1/1/2015,0,157366080,0,0,6,7,211825,0,0,1
1/1/2015,0,59159008,0,0,0,8,190810,0,0,1
1/1/2015,0,33686696,0,208,0,9,237000,0,0,25
1/1/2015,0,9592272,0,0,0,9,193505,0,0,0
1/1/2015,0,205042496,0,0,0,11,199589,0,0,0
1/1/2015,0,166668776,0,0,0,14,245002,0,0,0
1/1/2015,0,85625416,0,220,0,8,242787,0,0,24
1/1/2015,0,76974936,0,0,0,12,244034,0,0,0
1/1/2015,0,239359712,0,0,0,8,296290,0,0,0
1/1/2015,0,33848440,0,0,0,7,382888,0,0,0
1/1/2015,0,129768968,0,0,0,7,236525,0,0,0
1/1/2015,0,96918904,0,0,0,8,297836,0,0,0
1/1/2015,0,150400544,0,0,0,13,217076,0,0,0
1/1/2015,0,92509456,0,0,0,9,190541,0,0,1
1/1/2015,0,22643312,0,0,0,10,190570,0,0,0
1/1/2015,0,162677928,0,0,0,6,200376,0,0,0
1/1/2015,0,125204000,0,0,0,7,191935,0,0,0
1/1/2015,0,49037456,0,0,0,7,196789,0,0,2
1/1/2015,0,4781256,0,0,0,12,209721,0,0,0
1/1/2015,0,101404624,0,0,0,7,257710,0,0,0
1/1/2015,0,160992856,424,0,1,10,247498,0,0,0
1/1/2015,0,160862040,0,0,0,8,234943,0,0,21
1/1/2015,0,211072752,0,0,0,8,383457,0,0,4
1/1/2015,0,24408880,0,0,0,7,387765,0,0,0
1/1/2015,0,215458768,0,0,0,9,381658,0,0,1
1/1/2015,0,135128104,0,0,0,11,245385,0,0,0
1/1/2015,0,47212376,0,0,0,10,239884,0,0,0
1/1/2015,0,136505896,0,0,0,9,380944,0,0,0
1/1/2015,0,195799720,0,0,0,8,239097,0,0,0
1/1/2015,0,132854552,0,0,0,12,304223,0,0,8
1/1/2015,0,114457632,0,10,0,12,247207,0,0,42
1/1/2015,0,24628096,0,0,0,11,190011,0,0,0
1/1/2015,0,75398440,0,0,0,6,246840,0,0,0
1/1/2015,0,70738208,0,0,0,5,386724,0,0,0
1/1/2015,0,47855472,0,12,0,8,380544,0,0,4
1/1/2015,0,162065352,0,0,0,8,293733,0,0,1
1/1/2015,0,96581408,0,72,0,12,260926,0,0,1150
1/1/2015,0,2878712,0,0,0,12,256722,0,0,0
1/1/2015,0,188919264,0,0,0,11,195554,0,0,0
1/1/2015,0,40501256,0,0,0,12,242638,0,0,0
1/1/2015,0,187588664,0,0,0,8,246882,0,0,0
1/1/2015,0,1138872,0,0,0,9,395979,0,0,1
1/1/2015,0,101803088,0,0,0,5,202286,0,0,0
1/1/2015,0,30631360,0,0,0,7,228953,0,0,0
1/1/2015,0,71305576,0,0,0,10,199310,0,0,6
1/1/2015,0,169545904,0,0,0,8,199021,0,0,0
1/1/2015,0,4461552,0,0,0,24,234483,0,0,0
1/1/2015,0,56352656,0,0,0,10,408573,0,0,0
1/1/2015,0,21102896,0,0,0,14,315465,0,0,0
1/1/2015,0,183223080,0,0,0,8,221181,0,0,1
1/1/2015,0,96811064,0,0,0,8,273108,0,0,0
1/1/2015,0,46683120,0,0,6,7,198518,0,0,0
1/1/2015,0,35488968,0,0,0,9,200930,0,0,0
1/1/2015,0,177762928,0,0,0,8,198575,0,0,0
1/1/2015,0,200844920,0,0,0,14,319699,0,0,0
1/1/2015,0,195673072,0,0,0,7,398312,0,0,0
1/1/2015,0,206283000,0,0,0,5,184968,0,0,0
1/1/2015,0,125055248,0,0,0,6,200413,0,0,0
1/1/2015,0,123353744,0,0,0,6,224446,0,0,0
1/1/2015,0,235508256,0,0,0,6,185579,0,0,0
1/1/2015,0,22815136,0,0,0,9,262030,0,0,0
1/1/2015,0,67698336,0,0,0,18,317731,0,0,0
1/1/2015,0,130685952,0,0,0,12,197739,0,0,0
1/1/2015,0,220954848,0,0,0,11,228808,0,0,0
1/1/2015,0,48121056,0,0,0,8,207349,0,0,0
1/1/2015,0,113246064,0,0,0,13,226962,0,0,0
1/1/2015,0,32395064,0,0,10,5,201558,0,0,0
1/1/2015,0,20470472,0,0,0,9,405623,0,0,0
1/1/2015,0,173113976,0,0,0,5,198441,0,0,0
1/1/2015,0,168506736,0,0,0,7,200752,0,0,0
1/1/2015,0,208086480,0,0,0,11,184528,0,0,0
1/1/2015,0,2364136,0,0,0,8,203497,0,0,0
1/1/2015,0,229743248,0,0,0,14,306660,0,0,0
1/1/2015,0,208105408,0,0,0,10,222202,0,0,0
1/1/2015,0,71553712,0,0,0,7,200504,0,0,0
1/1/2015,0,117585616,0,0,0,11,228824,0,0,0
1/1/2015,0,123741680,0,0,0,11,227544,0,0,0
1/1/2015,0,242855920,4960,0,0,13,89384,0,0,0
1/1/2015,0,171067632,0,0,0,11,225862,0,0,0
1/1/2015,0,141314680,0,0,0,11,197349,0,0,3
1/1/2015,0,176680576,0,0,0,7,198647,0,0,0
1/1/2015,0,192659464,0,0,0,14,317017,0,0,0
1/1/2015,0,59012152,0,0,0,13,228280,0,0,0
1/1/2015,0,204867520,0,0,0,10,396071,0,0,0
1/1/2015,0,127052392,0,0,0,12,218872,0,0,0
1/1/2015,0,197543936,0,0,0,9,399177,0,0,1
1/1/2015,0,243887072,0,0,0,7,199996,0,0,0
1/1/2015,0,126980544,0,0,0,12,185790,0,0,0
1/1/2015,0,13375616,0,0,0,12,223114,0,0,0
1/1/2015,0,229928576,0,0,25,16,312312,0,0,0
1/1/2015,0,116161744,0,0,0,9,274375,0,0,1
1/1/2015,0,181551568,0,0,6,11,194026,0,0,0
1/1/2015,0,69591968,0,0,0,24,225792,0,0,0
1/1/2015,0,13085480,0,0,0,8,191581,0,0,1
1/1/2015,0,85019344,0,0,0,9,199199,0,0,3
1/1/2015,0,108895096,0,0,0,10,199241,0,0,2
1/1/2015,0,33789800,0,0,0,9,198365,0,0,0
1/1/2015,0,145244576,0,0,0,11,198903,0,0,0
1/1/2015,0,152307176,0,0,0,10,399656,0,0,0
1/1/2015,0,236174112,0,0,0,12,230095,0,0,0
1/1/2015,0,125480768,0,0,0,9,201195,0,0,0
1/1/2015,0,63669880,0,0,5,16,289248,0,0,0
1/1/2015,0,213031608,0,0,13,7,388997,0,0,0
1/1/2015,0,183879552,0,8,1,14,316310,0,0,1080
1/1/2015,0,70775040,0,0,0,9,403783,0,0,0
1/1/2015,0,137450888,0,0,0,8,300669,0,0,0
1/1/2015,0,229332288,0,0,0,2,465170,0,0,3
1/1/2015,0,155280136,0,0,0,13,246820,0,0,0
1/1/2015,0,92424136,0,377,0,7,392494,0,0,222
1/1/2015,0,207723240,0,0,0,6,374013,0,0,0
1/1/2015,0,46668536,0,0,0,7,394231,0,0,0
1/1/2015,0,168192472,0,1,5,3,400724,0,0,0
1/1/2015,0,160716760,0,0,6,7,400512,0,0,0
1/1/2015,0,113361680,0,0,0,12,225194,0,0,0
1/1/2015,0,86155208,0,0,0,13,190613,0,0,0
1/1/2015,0,241033912,0,0,0,10,218564,0,0,22
1/1/2015,0,46780840,0,1,6,12,198418,0,0,0
1/1/2015,0,101109064,0,0,0,12,196842,0,0,0
1/1/2015,0,123327560,0,0,0,5,193394,0,0,1
1/1/2015,0,242140232,0,0,0,22,194765,0,0,0
1/1/2015,0,140721192,0,8,0,58,220196,0,0,2
1/1/2015,0,18424912,0,0,0,63,219262,0,0,0
1/1/2015,0,133373552,0,0,0,16,201548,0,0,4
1/1/2015,0,228781608,0,0,0,35,244351,0,0,0
1/1/2015,0,106375448,0,62,0,95,224163,0,0,145
1/1/2015,0,203707888,0,0,0,9,200926,0,0,2
1/1/2015,0,67923280,0,0,0,10,284628,0,0,0
1/1/2015,0,235599120,0,1,0,8,200220,0,0,0
1/1/2015,0,37837056,0,0,0,7,278135,0,0,0
